"Site.Name","Date","PM2.5","Ozone"
"Clemmons Middle",2019-09-23,40,47
"Durham Armory",2019-09-23,38,47
"Frying Pan Mountain",2019-09-23,NA,39
"Garinger High School",2019-09-23,31,71
"Hattie Avenue",2019-09-23,37,48
"Leggett",2019-09-23,35,41
"Linville Falls",2019-09-23,NA,38
"Mendenhall School",2019-09-23,31,54
"Millbrook School",2019-09-23,29.5,49
"Pitt Agri. Center",2019-09-23,34,44
"West Johnston Co.",2019-09-23,35,42
"Bryson City",2019-09-24,33,41
"Castle Hayne",2019-09-24,20,38
"Clemmons Middle",2019-09-24,27,42
"Durham Armory",2019-09-24,30.5,46
"Frying Pan Mountain",2019-09-24,NA,46
"Garinger High School",2019-09-24,33.5,51
"Hattie Avenue",2019-09-24,25.5,44
"Leggett",2019-09-24,31,39
"Linville Falls",2019-09-24,NA,43
"Mendenhall School",2019-09-24,13,42
"Millbrook School",2019-09-24,29.3333333333333,48
"Pitt Agri. Center",2019-09-24,31,41
"West Johnston Co.",2019-09-24,33,50
"Bryson City",2019-09-25,24,38
"Castle Hayne",2019-09-25,14,44
"Clemmons Middle",2019-09-25,41,61
"Durham Armory",2019-09-25,33,50
"Frying Pan Mountain",2019-09-25,NA,51
"Garinger High School",2019-09-25,46,100
"Hattie Avenue",2019-09-25,38,71
"Leggett",2019-09-25,32,44
"Linville Falls",2019-09-25,NA,45
"Mendenhall School",2019-09-25,34,50
"Millbrook School",2019-09-25,35.5,48
"Pitt Agri. Center",2019-09-25,36,45
"West Johnston Co.",2019-09-25,41,45
"Bryson City",2019-09-26,25,36
"Castle Hayne",2019-09-26,13,41
"Clemmons Middle",2019-09-26,44,44
"Durham Armory",2019-09-26,45,61
"Frying Pan Mountain",2019-09-26,NA,40
"Garinger High School",2019-09-26,47,80
"Hattie Avenue",2019-09-26,41,45
"Leggett",2019-09-26,50,47
"Linville Falls",2019-09-26,NA,33
"Mendenhall School",2019-09-26,36,67
"Millbrook School",2019-09-26,53,61
"Pitt Agri. Center",2019-09-26,47,45
"West Johnston Co.",2019-09-26,58,46
"Bryson City",2019-09-27,25,32
"Castle Hayne",2019-09-27,16,39
"Clemmons Middle",2019-09-27,50,74
"Durham Armory",2019-09-27,42,50
"Frying Pan Mountain",2019-09-27,NA,42
"Garinger High School",2019-09-27,46.5,50
"Hattie Avenue",2019-09-27,41.5,87
"Leggett",2019-09-27,40,41
"Linville Falls",2019-09-27,NA,42
"Mendenhall School",2019-09-27,41,71
"Millbrook School",2019-09-27,48.3333333333333,46
"Pitt Agri. Center",2019-09-27,46,37
"West Johnston Co.",2019-09-27,55,38
"Bryson City",2019-09-28,36,32
"Castle Hayne",2019-09-28,13,39
"Clemmons Middle",2019-09-28,53,40
"Durham Armory",2019-09-28,31,43
"Garinger High School",2019-09-28,38,43
"Hattie Avenue",2019-09-28,48,43
"Leggett",2019-09-28,39,37
"Linville Falls",2019-09-28,NA,37
"Mendenhall School",2019-09-28,45,50
"Millbrook School",2019-09-28,38,41
"Pitt Agri. Center",2019-09-28,41,43
"West Johnston Co.",2019-09-28,42,37
"Bryson City",2019-09-29,35,34
"Castle Hayne",2019-09-29,31,39
"Clemmons Middle",2019-09-29,57,46
"Durham Armory",2019-09-29,45,45
"Frying Pan Mountain",2019-09-29,NA,43
"Garinger High School",2019-09-29,52,51
"Hattie Avenue",2019-09-29,53,46
"Leggett",2019-09-29,58,44
"Linville Falls",2019-09-29,NA,27
"Mendenhall School",2019-09-29,44,44
"Millbrook School",2019-09-29,54.5,47
"Pitt Agri. Center",2019-09-29,54,45
"West Johnston Co.",2019-09-29,54,45
"Bryson City",2019-09-30,34,25
"Castle Hayne",2019-09-30,30,43
"Clemmons Middle",2019-09-30,65.5,41
"Durham Armory",2019-09-30,45,45
"Frying Pan Mountain",2019-09-30,NA,46
"Garinger High School",2019-09-30,63.5,44
"Hattie Avenue",2019-09-30,62,44
"Leggett",2019-09-30,37,39
"Linville Falls",2019-09-30,NA,25
"Mendenhall School",2019-09-30,59,37
"Millbrook School",2019-09-30,44.3333333333333,44
"Pitt Agri. Center",2019-09-30,39,40
"West Johnston Co.",2019-09-30,45,45
"Bryson City",2019-10-01,41,30
"Castle Hayne",2019-10-01,18,34
"Clemmons Middle",2019-10-01,64,45
"Durham Armory",2019-10-01,37,54
"Frying Pan Mountain",2019-10-01,NA,50
"Garinger High School",2019-10-01,70,97
"Hattie Avenue",2019-10-01,58,64
"Leggett",2019-10-01,35,32
"Linville Falls",2019-10-01,NA,34
"Mendenhall School",2019-10-01,54,54
"Millbrook School",2019-10-01,34.5,47
"Pitt Agri. Center",2019-10-01,35,35
"West Johnston Co.",2019-10-01,34,42
"Bryson City",2019-10-02,42,41
"Castle Hayne",2019-10-02,20,43
"Clemmons Middle",2019-10-02,59,43
"Durham Armory",2019-10-02,53,49
"Frying Pan Mountain",2019-10-02,NA,71
"Garinger High School",2019-10-02,60,77
"Hattie Avenue",2019-10-02,57,48
"Leggett",2019-10-02,58,49
"Linville Falls",2019-10-02,NA,38
"Mendenhall School",2019-10-02,54,48
"Millbrook School",2019-10-02,61,84
"Pitt Agri. Center",2019-10-02,52,51
"West Johnston Co.",2019-10-02,61,45
"Bryson City",2019-10-03,35,39
"Castle Hayne",2019-10-03,49,51
"Clemmons Middle",2019-10-03,51,45
"Durham Armory",2019-10-03,45,50
"Frying Pan Mountain",2019-10-03,NA,67
"Garinger High School",2019-10-03,58,90
"Hattie Avenue",2019-10-03,48,48
"Leggett",2019-10-03,59,51
"Linville Falls",2019-10-03,NA,38
"Mendenhall School",2019-10-03,43,71
"Millbrook School",2019-10-03,60,90
"Pitt Agri. Center",2019-10-03,59,49
"West Johnston Co.",2019-10-03,60,48
"Bryson City",2019-10-04,31,41
"Castle Hayne",2019-10-04,46,48
"Clemmons Middle",2019-10-04,42,46
"Durham Armory",2019-10-04,46,47
"Frying Pan Mountain",2019-10-04,NA,58
"Garinger High School",2019-10-04,49,67
"Hattie Avenue",2019-10-04,38,51
"Leggett",2019-10-04,56,35
"Linville Falls",2019-10-04,NA,41
"Mendenhall School",2019-10-04,31,54
"Millbrook School",2019-10-04,55.5,47
"Pitt Agri. Center",2019-10-04,58,39
"West Johnston Co.",2019-10-04,56,49
"Bryson City",2019-10-05,21,30
"Castle Hayne",2019-10-05,3,34
"Clemmons Middle",2019-10-05,21,25
"Durham Armory",2019-10-05,11,29
"Frying Pan Mountain",2019-10-05,NA,40
"Garinger High School",2019-10-05,23,28
"Hattie Avenue",2019-10-05,18,26
"Leggett",2019-10-05,16,31
"Linville Falls",2019-10-05,NA,39
"Mendenhall School",2019-10-05,10,32
"Millbrook School",2019-10-05,16.5,30
"Pitt Agri. Center",2019-10-05,NA,31
"West Johnston Co.",2019-10-05,19,28
"Bryson City",2019-10-06,13,23
"Castle Hayne",2019-10-06,5,38
"Clemmons Middle",2019-10-06,25,31
"Durham Armory",2019-10-06,17,38
"Frying Pan Mountain",2019-10-06,NA,34
"Garinger High School",2019-10-06,27,35
"Hattie Avenue",2019-10-06,24,34
"Leggett",2019-10-06,18,33
"Linville Falls",2019-10-06,NA,31
"Mendenhall School",2019-10-06,17,34
"Millbrook School",2019-10-06,25,34
"Pitt Agri. Center",2019-10-06,18,37
"West Johnston Co.",2019-10-06,20,34
"Bryson City",2019-10-07,14,30
"Castle Hayne",2019-10-07,8,33
"Clemmons Middle",2019-10-07,24,34
"Durham Armory",2019-10-07,12,38
"Frying Pan Mountain",2019-10-07,NA,35
"Garinger High School",2019-10-07,21,35
"Hattie Avenue",2019-10-07,23,36
"Leggett",2019-10-07,18,31
"Linville Falls",2019-10-07,NA,33
"Mendenhall School",2019-10-07,14,37
"Millbrook School",2019-10-07,21,36
"Pitt Agri. Center",2019-10-07,16,33
"West Johnston Co.",2019-10-07,22,35
"Bryson City",2019-10-08,8,22
"Castle Hayne",2019-10-08,0,27
"Clemmons Middle",2019-10-08,17,30
"Durham Armory",2019-10-08,11,30
"Frying Pan Mountain",2019-10-08,NA,36
"Garinger High School",2019-10-08,18,28
"Hattie Avenue",2019-10-08,15,31
"Leggett",2019-10-08,16,25
"Linville Falls",2019-10-08,NA,24
"Mendenhall School",2019-10-08,9,32
"Millbrook School",2019-10-08,15,29
"Pitt Agri. Center",2019-10-08,NA,24
"West Johnston Co.",2019-10-08,16,28
"Bryson City",2019-10-09,11,31
"Castle Hayne",2019-10-09,9,30
"Clemmons Middle",2019-10-09,21,40
"Durham Armory",2019-10-09,10,31
"Frying Pan Mountain",2019-10-09,NA,31
"Garinger High School",2019-10-09,16,41
"Hattie Avenue",2019-10-09,19,38
"Leggett",2019-10-09,20,26
"Linville Falls",2019-10-09,NA,29
"Mendenhall School",2019-10-09,10,39
"Millbrook School",2019-10-09,17.5,29
"Pitt Agri. Center",2019-10-09,21,NA
"West Johnston Co.",2019-10-09,13,28
"Bryson City",2019-10-10,20,34
"Castle Hayne",2019-10-10,2,25
"Clemmons Middle",2019-10-10,27,38
"Durham Armory",2019-10-10,13,36
"Frying Pan Mountain",2019-10-10,NA,41
"Garinger High School",2019-10-10,24,43
"Hattie Avenue",2019-10-10,24,39
"Leggett",2019-10-10,15,31
"Linville Falls",2019-10-10,NA,31
"Mendenhall School",2019-10-10,14,40
"Millbrook School",2019-10-10,15.5,36
"Pitt Agri. Center",2019-10-10,12,29
"West Johnston Co.",2019-10-10,19,32
"Bryson City",2019-10-11,23,37
"Castle Hayne",2019-10-11,8,43
"Clemmons Middle",2019-10-11,25,40
"Durham Armory",2019-10-11,10,42
"Frying Pan Mountain",2019-10-11,NA,43
"Garinger High School",2019-10-11,32,48
"Hattie Avenue",2019-10-11,24,43
"Leggett",2019-10-11,23,40
"Linville Falls",2019-10-11,NA,41
"Mendenhall School",2019-10-11,15,44
"Millbrook School",2019-10-11,17,42
"Pitt Agri. Center",2019-10-11,21,42
"West Johnston Co.",2019-10-11,26,42
"Bryson City",2019-10-12,27,30
"Castle Hayne",2019-10-12,20,44
"Clemmons Middle",2019-10-12,39,44
"Durham Armory",2019-10-12,26,44
"Frying Pan Mountain",2019-10-12,NA,43
"Garinger High School",2019-10-12,38,43
"Hattie Avenue",2019-10-12,35,45
"Leggett",2019-10-12,36,50
"Linville Falls",2019-10-12,NA,33
"Mendenhall School",2019-10-12,31,46
"Millbrook School",2019-10-12,33,45
"Pitt Agri. Center",2019-10-12,26,49
"West Johnston Co.",2019-10-12,38,44
"Bryson City",2019-10-13,NA,29
"Castle Hayne",2019-10-13,2,42
"Clemmons Middle",2019-10-13,29,17
"Durham Armory",2019-10-13,28,18
"Frying Pan Mountain",2019-10-13,NA,46
"Garinger High School",2019-10-13,38,18
"Hattie Avenue",2019-10-13,21,18
"Leggett",2019-10-13,35,31
"Linville Falls",2019-10-13,NA,20
"Mendenhall School",2019-10-13,17,19
"Millbrook School",2019-10-13,32,27
"Pitt Agri. Center",2019-10-13,25,40
"West Johnston Co.",2019-10-13,35,27
"Bryson City",2019-10-14,NA,34
"Castle Hayne",2019-10-14,6,32
"Clemmons Middle",2019-10-14,36,41
"Durham Armory",2019-10-14,23,38
"Frying Pan Mountain",2019-10-14,NA,46
"Garinger High School",2019-10-14,21,42
"Hattie Avenue",2019-10-14,30,42
"Leggett",2019-10-14,28,31
"Linville Falls",2019-10-14,NA,38
"Mendenhall School",2019-10-14,25,44
"Millbrook School",2019-10-14,25,41
"Pitt Agri. Center",2019-10-14,17,37
"West Johnston Co.",2019-10-14,32,42
"Bryson City",2019-10-15,NA,27
"Castle Hayne",2019-10-15,14,37
"Clemmons Middle",2019-10-15,54,42
"Durham Armory",2019-10-15,31,44
"Frying Pan Mountain",2019-10-15,NA,44
"Garinger High School",2019-10-15,40,45
"Hattie Avenue",2019-10-15,22,46
"Leggett",2019-10-15,24,39
"Linville Falls",2019-10-15,NA,43
"Mendenhall School",2019-10-15,18,46
"Millbrook School",2019-10-15,30,44
"Pitt Agri. Center",2019-10-15,29,41
"West Johnston Co.",2019-10-15,35,43
"Bryson City",2019-10-16,26,34
"Castle Hayne",2019-10-16,0,30
"Clemmons Middle",2019-10-16,22,31
"Durham Armory",2019-10-16,23,31
"Frying Pan Mountain",2019-10-16,NA,37
"Garinger High School",2019-10-16,16,29
"Hattie Avenue",2019-10-16,15,29
"Leggett",2019-10-16,18,28
"Linville Falls",2019-10-16,NA,36
"Mendenhall School",2019-10-16,11,35
"Millbrook School",2019-10-16,27.5,31
"Pitt Agri. Center",2019-10-16,20,28
"West Johnston Co.",2019-10-16,33,29
"Bryson City",2019-10-17,19,NA
"Castle Hayne",2019-10-17,6,32
"Clemmons Middle",2019-10-17,13,31
"Durham Armory",2019-10-17,8,32
"Frying Pan Mountain",2019-10-17,NA,38
"Garinger High School",2019-10-17,11,31
"Hattie Avenue",2019-10-17,12,31
"Leggett",2019-10-17,13,31
"Linville Falls",2019-10-17,NA,34
"Mendenhall School",2019-10-17,8,35
"Millbrook School",2019-10-17,11,34
"Pitt Agri. Center",2019-10-17,9,34
"West Johnston Co.",2019-10-17,10,34
"Bryson City",2019-10-18,17,31
"Castle Hayne",2019-10-18,11,35
"Clemmons Middle",2019-10-18,20,34
"Durham Armory",2019-10-18,12,35
"Frying Pan Mountain",2019-10-18,NA,43
"Garinger High School",2019-10-18,20,36
"Hattie Avenue",2019-10-18,21,34
"Leggett",2019-10-18,14,33
"Linville Falls",2019-10-18,NA,38
"Mendenhall School",2019-10-18,18,36
"Millbrook School",2019-10-18,20,36
"Pitt Agri. Center",2019-10-18,13,36
"West Johnston Co.",2019-10-18,23,36
"Bryson City",2019-10-19,28,25
"Castle Hayne",2019-10-19,3,38
"Clemmons Middle",2019-10-19,38,33
"Durham Armory",2019-10-19,29,35
"Frying Pan Mountain",2019-10-19,NA,41
"Garinger High School",2019-10-19,35,30
"Hattie Avenue",2019-10-19,37,37
"Leggett",2019-10-19,20,37
"Linville Falls",2019-10-19,NA,35
"Mendenhall School",2019-10-19,33,38
"Millbrook School",2019-10-19,37,35
"Pitt Agri. Center",2019-10-19,32,37
"West Johnston Co.",2019-10-19,40,35
"Bryson City",2019-10-20,15,26
"Castle Hayne",2019-10-20,0,34
"Clemmons Middle",2019-10-20,8,30
"Durham Armory",2019-10-20,NA,31
"Frying Pan Mountain",2019-10-20,NA,39
"Garinger High School",2019-10-20,12,31
"Hattie Avenue",2019-10-20,7,31
"Leggett",2019-10-20,10,30
"Linville Falls",2019-10-20,NA,32
"Mendenhall School",2019-10-20,4,31
"Millbrook School",2019-10-20,5,31
"Pitt Agri. Center",2019-10-20,10,31
"West Johnston Co.",2019-10-20,7,31
"Bryson City",2019-10-21,16,25
"Castle Hayne",2019-10-21,0,30
"Clemmons Middle",2019-10-21,22,24
"Durham Armory",2019-10-21,NA,32
"Frying Pan Mountain",2019-10-21,NA,29
"Garinger High School",2019-10-21,18,31
"Hattie Avenue",2019-10-21,18,25
"Leggett",2019-10-21,17,27
"Linville Falls",2019-10-21,NA,28
"Mendenhall School",2019-10-21,14,29
"Millbrook School",2019-10-21,18,31
"Pitt Agri. Center",2019-10-21,15,27
"West Johnston Co.",2019-10-21,14,29
"Bryson City",2019-10-22,19,35
"Castle Hayne",2019-10-22,12,29
"Clemmons Middle",2019-10-22,19,25
"Durham Armory",2019-10-22,15,19
"Frying Pan Mountain",2019-10-22,NA,40
"Garinger High School",2019-10-22,15,29
"Hattie Avenue",2019-10-22,18,23
"Leggett",2019-10-22,22,24
"Linville Falls",2019-10-22,NA,34
"Mendenhall School",2019-10-22,10,24
"Millbrook School",2019-10-22,21,21
"Pitt Agri. Center",2019-10-22,18,24
"West Johnston Co.",2019-10-22,24,23
"Bryson City",2019-10-23,NA,31
"Castle Hayne",2019-10-23,8,37
"Clemmons Middle",2019-10-23,17,31
"Durham Armory",2019-10-23,12,33
"Frying Pan Mountain",2019-10-23,NA,39
"Garinger High School",2019-10-23,23,36
"Hattie Avenue",2019-10-23,19,34
"Leggett",2019-10-23,18,33
"Linville Falls",2019-10-23,NA,36
"Mendenhall School",2019-10-23,12,36
"Millbrook School",2019-10-23,14.5,36
"Pitt Agri. Center",2019-10-23,12,35
"West Johnston Co.",2019-10-23,16,39
"Bryson City",2019-10-24,NA,35
"Castle Hayne",2019-10-24,11,41
"Clemmons Middle",2019-10-24,25,37
"Durham Armory",2019-10-24,18,38
"Frying Pan Mountain",2019-10-24,NA,44
"Garinger High School",2019-10-24,35,42
"Hattie Avenue",2019-10-24,26,44
"Leggett",2019-10-24,22,35
"Linville Falls",2019-10-24,NA,42
"Mendenhall School",2019-10-24,17,40
"Millbrook School",2019-10-24,27.5,39
"Pitt Agri. Center",2019-10-24,23,37
"West Johnston Co.",2019-10-24,33,38
"Bryson City",2019-10-25,32,17
"Castle Hayne",2019-10-25,9,42
"Clemmons Middle",2019-10-25,36,28
"Durham Armory",2019-10-25,31,34
"Frying Pan Mountain",2019-10-25,NA,41
"Garinger High School",2019-10-25,35,33
"Hattie Avenue",2019-10-25,33,34
"Leggett",2019-10-25,24,33
"Linville Falls",2019-10-25,NA,32
"Mendenhall School",2019-10-25,27,32
"Millbrook School",2019-10-25,30,37
"Pitt Agri. Center",2019-10-25,21,39
"West Johnston Co.",2019-10-25,29,35
"Bryson City",2019-10-26,25,24
"Castle Hayne",2019-10-26,6,40
"Clemmons Middle",2019-10-26,34,37
"Durham Armory",2019-10-26,30,37
"Frying Pan Mountain",2019-10-26,NA,38
"Garinger High School",2019-10-26,28,34
"Hattie Avenue",2019-10-26,30,40
"Leggett",2019-10-26,22,36
"Linville Falls",2019-10-26,NA,37
"Mendenhall School",2019-10-26,28,40
"Millbrook School",2019-10-26,31.5,38
"Pitt Agri. Center",2019-10-26,20,36
"West Johnston Co.",2019-10-26,29,38
"Bryson City",2019-10-27,8,29
"Castle Hayne",2019-10-27,34,24
"Clemmons Middle",2019-10-27,18,29
"Durham Armory",2019-10-27,10,20
"Frying Pan Mountain",2019-10-27,NA,47
"Garinger High School",2019-10-27,18,31
"Hattie Avenue",2019-10-27,16,31
"Leggett",2019-10-27,24,18
"Linville Falls",2019-10-27,NA,34
"Mendenhall School",2019-10-27,8,31
"Millbrook School",2019-10-27,17,22
"Pitt Agri. Center",2019-10-27,19,20
"West Johnston Co.",2019-10-27,21,21
"Bryson City",2019-10-28,9,32
"Castle Hayne",2019-10-28,19,34
"Clemmons Middle",2019-10-28,21,42
"Durham Armory",2019-10-28,17,36
"Frying Pan Mountain",2019-10-28,NA,39
"Garinger High School",2019-10-28,22,36
"Hattie Avenue",2019-10-28,20,42
"Leggett",2019-10-28,22,35
"Linville Falls",2019-10-28,NA,38
"Mendenhall School",2019-10-28,9,39
"Millbrook School",2019-10-28,21.5,37
"Pitt Agri. Center",2019-10-28,18,35
"West Johnston Co.",2019-10-28,22,37
"Bryson City",2019-10-29,20,28
"Castle Hayne",2019-10-29,13,20
"Clemmons Middle",2019-10-29,45,20
"Durham Armory",2019-10-29,29,25
"Frying Pan Mountain",2019-10-29,NA,42
"Garinger High School",2019-10-29,46,30
"Hattie Avenue",2019-10-29,43,21
"Leggett",2019-10-29,25,24
"Linville Falls",2019-10-29,NA,41
"Mendenhall School",2019-10-29,30,25
"Millbrook School",2019-10-29,25.5,27
"Pitt Agri. Center",2019-10-29,19,25
"West Johnston Co.",2019-10-29,24,22
"Bryson City",2019-10-30,15,17
"Castle Hayne",2019-10-30,8,33
"Clemmons Middle",2019-10-30,38,12
"Durham Armory",2019-10-30,23,21
"Frying Pan Mountain",2019-10-30,NA,28
"Garinger High School",2019-10-30,26,19
"Hattie Avenue",2019-10-30,36,18
"Leggett",2019-10-30,22,19
"Linville Falls",2019-10-30,NA,23
"Mendenhall School",2019-10-30,24,24
"Millbrook School",2019-10-30,25.5,19
"Pitt Agri. Center",2019-10-30,12,27
"West Johnston Co.",2019-10-30,30,17
"Bryson City",2019-10-31,0,19
"Castle Hayne",2019-10-31,17,32
"Clemmons Middle",2019-10-31,22,21
"Durham Armory",2019-10-31,8,24
"Frying Pan Mountain",2019-10-31,NA,31
"Garinger High School",2019-10-31,15,19
"Hattie Avenue",2019-10-31,18,21
"Leggett",2019-10-31,22,28
"Linville Falls",2019-10-31,NA,26
"Mendenhall School",2019-10-31,13,25
"Millbrook School",2019-10-31,16,24
"Pitt Agri. Center",2019-10-31,10,29
"West Johnston Co.",2019-10-31,17,26
"Bryson City",2019-11-01,15,NA
"Castle Hayne",2019-11-01,6,NA
"Clemmons Middle",2019-11-01,23,26
"Durham Armory",2019-11-01,9,NA
"Garinger High School",2019-11-01,15,28
"Hattie Avenue",2019-11-01,21,NA
"Leggett",2019-11-01,9,NA
"Mendenhall School",2019-11-01,18,NA
"Millbrook School",2019-11-01,14,28
"Pitt Agri. Center",2019-11-01,9,NA
"West Johnston Co.",2019-11-01,13,NA
"Bryson City",2019-11-02,19,NA
"Castle Hayne",2019-11-02,13,NA
"Clemmons Middle",2019-11-02,35,31
"Durham Armory",2019-11-02,28,NA
"Garinger High School",2019-11-02,37,31
"Hattie Avenue",2019-11-02,26,NA
"Leggett",2019-11-02,21,NA
"Mendenhall School",2019-11-02,37,NA
"Millbrook School",2019-11-02,39,33
"Pitt Agri. Center",2019-11-02,18,NA
"West Johnston Co.",2019-11-02,35,NA
"Bryson City",2019-11-03,26,NA
"Castle Hayne",2019-11-03,23,NA
"Clemmons Middle",2019-11-03,30,31
"Durham Armory",2019-11-03,19,NA
"Garinger High School",2019-11-03,42,33
"Hattie Avenue",2019-11-03,28,NA
"Leggett",2019-11-03,19,NA
"Mendenhall School",2019-11-03,33,NA
"Millbrook School",2019-11-03,29,33
"Pitt Agri. Center",2019-11-03,20,NA
"West Johnston Co.",2019-11-03,27,NA
"Bryson City",2019-11-04,34,NA
"Castle Hayne",2019-11-04,18,NA
"Clemmons Middle",2019-11-04,43,NA
"Durham Armory",2019-11-04,33,NA
"Garinger High School",2019-11-04,48,31
"Hattie Avenue",2019-11-04,39,NA
"Leggett",2019-11-04,26,NA
"Mendenhall School",2019-11-04,36,NA
"Millbrook School",2019-11-04,38,31
"Pitt Agri. Center",2019-11-04,30,NA
"West Johnston Co.",2019-11-04,30,NA
"Bryson City",2019-11-05,30,NA
"Castle Hayne",2019-11-05,11,NA
"Clemmons Middle",2019-11-05,46,NA
"Durham Armory",2019-11-05,36,NA
"Garinger High School",2019-11-05,45,24
"Hattie Avenue",2019-11-05,45,NA
"Leggett",2019-11-05,44,NA
"Mendenhall School",2019-11-05,36,NA
"Millbrook School",2019-11-05,40,33
"Pitt Agri. Center",2019-11-05,28,NA
"West Johnston Co.",2019-11-05,35,NA
"Bryson City",2019-11-06,26,NA
"Castle Hayne",2019-11-06,25,NA
"Clemmons Middle",2019-11-06,35,NA
"Durham Armory",2019-11-06,49,NA
"Garinger High School",2019-11-06,40,36
"Hattie Avenue",2019-11-06,35,NA
"Leggett",2019-11-06,33,NA
"Mendenhall School",2019-11-06,26,NA
"Millbrook School",2019-11-06,43,34
"Pitt Agri. Center",2019-11-06,28,NA
"West Johnston Co.",2019-11-06,38,NA
"Bryson City",2019-11-07,38,NA
"Castle Hayne",2019-11-07,22,NA
"Clemmons Middle",2019-11-07,56,NA
"Durham Armory",2019-11-07,40,NA
"Garinger High School",2019-11-07,53,32
"Hattie Avenue",2019-11-07,59,NA
"Leggett",2019-11-07,29,NA
"Mendenhall School",2019-11-07,44,NA
"Millbrook School",2019-11-07,40,35
"Pitt Agri. Center",2019-11-07,32,NA
"West Johnston Co.",2019-11-07,37,NA
"Bryson City",2019-11-08,11,NA
"Castle Hayne",2019-11-08,7,NA
"Clemmons Middle",2019-11-08,24,NA
"Durham Armory",2019-11-08,17,NA
"Garinger High School",2019-11-08,21,31
"Hattie Avenue",2019-11-08,20,NA
"Leggett",2019-11-08,16,NA
"Mendenhall School",2019-11-08,15,NA
"Millbrook School",2019-11-08,21,31
"Pitt Agri. Center",2019-11-08,14,NA
"West Johnston Co.",2019-11-08,18,NA
"Bryson City",2019-11-09,30,NA
"Castle Hayne",2019-11-09,19,NA
"Clemmons Middle",2019-11-09,44,NA
"Durham Armory",2019-11-09,31,NA
"Garinger High School",2019-11-09,44,31
"Hattie Avenue",2019-11-09,39,NA
"Leggett",2019-11-09,19,NA
"Mendenhall School",2019-11-09,55,NA
"Millbrook School",2019-11-09,32,31
"Pitt Agri. Center",2019-11-09,14,NA
"West Johnston Co.",2019-11-09,29,NA
"Bryson City",2019-11-10,40,NA
"Castle Hayne",2019-11-10,27,NA
"Clemmons Middle",2019-11-10,67,NA
"Durham Armory",2019-11-10,49,NA
